"id","rank","name","author","uses_atlas_codes","translations","stages","groups","synonyms"
"27967","species","Tenthredo bifasciata","O. F. Muller, 1766","","","1;2;3;5","","Cephaledo bifasciata;Tenthredo croatica;Tenthredo interjecta"
"27966","subfamily","Tenthredininae","","","","1;2;3;5","",""
"27965","genus","Tenthredo","Linnaeus, 1758","","Wasp-sawflies;;;;;","1;2;3;5","",""
"27964","family","Tenthredinidae","Latreille, 1802","","","1;2;3;5","",""
"27963","superfamily","Tenthredinoidea","","","","1;2;3;5","",""
"27962","genus","Ichneumon","Linnaeus, 1758","","","1;2;3;5","",""
"27961","genus","Exephanes","Wesmael, 1845","","","1;2;3;5","",""
"27960","subfamily","Ichneumoninae","Latreille , 1802","","","1;2;3;5","",""
"27959","genus","Scolia","","","","1;2;3;5","",""
"27958","superfamily","Scolioidea","","","","1;2;3;5","",""
"27957","family","Scoliidae","","","Scoliid wasps;;;;;","1;2;3;5","",""
"27956","genus","Netelia","Gray, 1860","","","1;2;3;5","",""
"27955","subfamily","Tryphoninae","Shuckard, 1840","","","1;2;3;5","",""
"27954","species","Myrmilla calva","(Villers, 1789)","","","1;2;3;5","","Mutilla calva"
"27953","genus","Myrmilla","Wesmael, 1852","","","1;2;3;5","",""
"27952","species","Coniothyrium hellebori","Cooke & Massee","","","","21",""
"27951","genus","Amblyellus","Day, 1981","","","1;2;3;5","",""
"27950","genus","Agenioideus","Ashmead, 1902","","","1;2;3;5","",""
"27949","species","Vespula vulgaris","(Linnaeus, 1758)","","","1;2;3;5","","Vespa vulgaris;Paravespula vulgaris;Vespa communis"
"27948","species","Vespula germanica","(Fabricius, 1793)","","","1;2;3;5","","Vespa germanica;Paravespula germanica"
"27947","genus","Tropidodynerus","Bluethgen, 1939","","","1;2;3;5","",""
"27946","species","Polistes associus","Kohl, 1898","","","1;2;3;5","",""
"27945","species","Polistes nimpha","(Christ, 1791)","","","1;2;3;5","",""
"27944","species","Polistes biglumis","(Linnaeus, 1758)","","","1;2;3;5","","Vespa biglumis"
"27943","species","Polistes gallicus","Linnaeus, 1761","","","1;2;3;5","","Vespa gallica;Polistes foederata"
"27942","species","Cerceris bracteata","Eversmann, 1849","","","1;2;3;5","",""
"27941","species","Cerceris bicincta","Klug, 1835","","","1;2;3;5","",""
"27940","species","Cerceris arenaria","(Linnaeus, 1758)","","Hunting digger wasp;;;;;","1;2;3;5","","Sphex arenaria"
"27939","species","Cerceris sabulosa","(Panzer, 1799)","","","1;2;3;5","","Philanthus sabulosa"
"27938","species","Cerceris rybyensis","(Linnaeus, 1771)","","Ornate tailed digger wasp;;;;;","1;2;3;5","","Sphex rybyensis"
"27937","species","Cerceris lunata","A. Costa, 1869","","","1;2;3;5","",""
"27936","species","Cerceris stratiotes","Schletterer, 1887","","","1;2;3;5","",""
"27935","species","Cerceris tuberculata","(Villers, 1787)","","","1;2;3;5","","Crabro tuberculata"
"27934","species","Cerceris ruficornis","(Fabricius, 1793)","","","1;2;3;5","","Philanthus ruficornis"
"27933","species","Cerceris rubida","(Jurine, 1807)","","","1;2;3;5","","Philanthus rubida"
"27932","species","Cerceris quadrifasciata","(Panzer, 1799)","","","1;2;3;5","","Philanthus quadrifasciata"
"27931","species","Cerceris quinquefasciata","(Rossi, 1792)","","","1;2;3;5","","Crabro quinquefasciata"
"27930","species","Polistes dominula","(Christ, 1791)","","European paper wasp;;;;;","1;2;3;5","","Vespa dominula;Polistes dominulus"
"27929","genus","Polistes","Latreille, 1802","","","1;2;3;5","",""
"27928","species","Cerceris fimbriata","(Rossi, 1790)","","","1;2;3;5","","Crabro fimbriata"
"27927","species","Cerceris flavilabris","(Fabricius, 1793)","","","1;2;3;5","","Hylaeus flavilabris"
"27926","species","Cerceris flavicornis","Brullé, 1833","","","1;2;3;5","",""
"27925","species","Cerceris circularis","(Fabricius, 1804)","","","1;2;3;5","","Philanthus circularis"
"27924","species","Cerceris albofasciata","(Rossi, 1790)","","","1;2;3;5","",""
"27923","genus","Cerceris","Latreille, 1802","","","1;2;3;5","",""
"27922","subfamily","Philanthinae","","","","1;2;3;5","",""
"27921","species","Bembecinus tridens","(Fabricius, 1781)","","","1;2;3;5","","Vespa tridens"
"27920","genus","Bembecinus","Costa, 1859","","","1;2;3;5","",""
"27919","genus","Larra","Fabricius, 1793","","","1;2;3;5","",""
"27918","genus","Tachysphex","Kohl, 1883","","Digger Wasps;;;;;","1;2;3;5","",""
"27917","subfamily","Crabroninae","","","Solitary Sand Wasps, Square-headed Wasps;;;;;","1;2;3;5","",""
"27916","genus","Isodontia","(Patton, 1880)","","","1;2;3;5","",""
"27915","genus","Sceliphron","Klug 1801","","","1;2;3;5","",""
"27914","subfamily","Sceliphrinae","Ashmead, 1899","","","1;2;3;5","",""
"27913","genus","Tremex","Jurine, 1807","","","1;2;3;5","",""
"27912","subfamily","Tremicinae","","","","1;2;3;5","",""
"27911","genus","Zoophthorus","Forster, 1869","","","1;2;3;5","",""
"27910","subfamily","Cryptinae","","","Ectoparasitoid Sabrewasps;;;;;","1;2;3;5","",""
"27909","family","Ichneumonidae","Latreille, 1802","","Parasitic Wasps (Darwin Wasps);;;;;","1;2;3;5","",""
"27908","species","Arachnospila rufa","(Haupt, 1927)","","","1;2;3;5","","Psammochares adulterinus"
"27907","genus","Arachnospila","Kincaid, 1900","","Spider Wasps;;;;;","1;2;3;5","",""
"27906","species","Pompilus cinereus","(Fabricius, 1775)","","Leaden Spider Wasp;;;;;","1;2;3;5","","Sphex cinereus;Pompilus pulcher;Pompilus plumbeus;Sphex plumbea"
"27905","genus","Pompilus","Fabricius, 1798","","","1;2;3;5","",""
"27904","genus","Anoplius","Dufour, 1834","","","1;2;3;5","",""
"27903","subfamily","Pompilinae","Latreille, 1805","","Hunter-wasps;;;;;","1;2;3;5","",""
"27902","family","Pompilidae","Latreille, 1804","","Spider Wasps;;;;;","1;2;3;5","","Psammocharidae"
"27901","family","Dryinidae","Haliday, 1833","","","1;2;3;5","",""
"27900","genus","Sphex","Linnaeus, 1758","","Predatory Digger Wasps;;;;;","1;2;3;5","",""
"27899","subfamily","Sphecinae","","","Digger Wasps, Burrowing Wasps;;;;;","1;2;3;5","",""
"27898","species","Eumenes pomiformis","(Fabricius, 1781)","","","1;2;3;5","",""
"27897","genus","Parodontodynerus","Bluethgen, 1938","","","1;2;3;5","",""
"27896","subspecies","Eumenes coarctatus lunulatus","Fabricius, 1804","","","1;2;3;5","",""
"27895","species","Eumenes coronatus","(Panzer, 1799)","","Common Potterwasp;;;;;","1;2;3;5","","Vespa coronatus"
"27894","species","Eumenes mediterraneus","Kriechbaumer, 1879","","","1;2;3;5","",""
"27893","species","Eumenes coarctatus","(Linnaeus, 1758)","","","1;2;3;5","","Vespa coarctatus"
"27892","subfamily","Eumeninae","","","Potter Wasps;;;;;","1;2;3;5","",""
"27891","genus","Eumenes","Latreille, 1802","","","1;2;3;5","",""
"27890","genus","Stizus","Latreille, 1802","","","1;2;3;5","",""
"27889","genus","Bembix","Fabricius, 1775","","Predatory Sand Wasps;;;;;","1;2;3;5","",""
"27888","subfamily","Bembicinae","Latreille, 1802","","","1;2;3;5","",""
"27887","family","Crabronidae","Latreille, 1802","","Digger Wasps;;;;;","1;2;3;5","",""
"27886","subfamily","Ammophilinae","André, 1886","","","1;2;3;5","",""
"27885","family","Sphecidae","(Latreille, 1802)","","Mud Daubers, Sand Wasps (Thread-waisted Wasps);;;;;","1;2;3;5","",""
"27884","species","Myrmosa atra","Panzer, 1801","","","1;2;3;5","","Mutilla melanocephala;Myrmosa melanaria"
"27883","subfamily","Myrmosinae","","","","1;2;3;5","",""
"27882","genus","Myrmosa","Latreille, 1796","","","1;2;3;5","",""
"27881","genus","Neochalcis","Kirby, 1883","","","1;2;3;5","",""
"27880","subfamily","Haltichellinae","","","","1;2;3;5","",""
"27879","genus","Parnopes","Latreille, 1796","","","1;2;3;5","",""
"27878","species","Holopyga fastuosa","(Lucas, 1849)","","","1;2;3;5","","Hedychrum fastuosa;Holopyga ovata"
"27877","subfamily","Chrysidinae","","","","1;2;3;5","",""
"27876","genus","Holopyga","Dahlbom, 1845","","","1;2;3;5","",""
"27875","species","Hedychrum niemelai","Linsenmaier, 1959","","","1;2;3;5","",""
"27874","genus","Hedychrum","Latreille, 1802","","","1;2;3;5","",""
"27873","superfamily","Chrysidoidea","Latreille 1802","","Cuckoo Wasps & allies;;;;;","1;2;3;5","",""
"27872","family","Chrysididae","Latreille, 1802","","Cuckoo Wasps;;;;;","1;2;3;5","",""
"27871","species","Chalcis sispes","(Linnaeus, 1761)","","","1;2;3;5","","Sphex sispes;Chalcis clavipes"
"27870","genus","Chalcis","Fabricius, 1787","","","1;2;3;5","",""
"27869","species","Brachymeria minuta","(Linnaeus, 1767)","","","1;2;3;5","",""
"27868","species","Brachymeria parvula","(Walker, 1834)","","","1;2;3;5","","Chalcis parvula"
"27867","species","Brachymeria secundaria","(Ruschka, 1922)","","","1;2;3;5","","Chalcis secundaria"
"27866","species","Brachymeria tibialis","(Walker, 1834)","","","1;2;3;5","","Chalcis tibialis"
"27865","species","Brachymeria femorata","(Panzer, 1801)","","","1;2;3;5","","Chalcis femorata"
"27864","genus","Brachymeria","Westwood, 1829","","","1;2;3;5","",""
"27863","subfamily","Chalcidinae","","","","1;2;3;5","",""
"27862","family","Chalcididae","Latreille, 1817","","Parasitoid Wasps;;;;;","1;2;3;5","",""
"27861","family","Chalcedectidae","Ashmead, 1904","","","1;2;3;5","",""
"27860","subfamily","Perilampinae","","","","1;2;3;5","",""
"27859","genus","Perilampus","Latreille, 1809","","","1;2;3;5","",""
"27858","family","Perilampidae","","","","1;2;3;5","",""
"27857","superfamily","Chalcidoidea","","","Chalcidid Wasps (parasitoid wasps);;;;;","1;2;3;5","",""
"27856","genus","Monosapyga","Pic, 1920","","","1;2;3;5","",""
"27855","genus","Sapyga","Latreille, 1796","","","1;2;3;5","",""
"27854","family","Sapygidae","","","","1;2;3;5","",""
"27853","genus","Sirex","Linnaeus, 1760","","","1;2;3;5","",""
"27852","subfamily","Siricinae","","","","1;2;3;5","",""
"27851","family","Siricidae","","","Horntails (Wood Wasps);;;;;","1;2;3;5","",""
"27850","superfamily","Siricoidea","","","","1;2;3;5","",""
"27849","suborder","Symphyta","Gerstaecker, 1867","","Sawflies, Plant-eating (herbivorous) Wasps, and Horntails;;;;;","1;2;3;5","",""
"27848","species","Smicromyrme ruficollis","(Fabricius, 1793)","","","1;2;3;5","","Mutilla ruficollis;Smicromyrme berlandi;Smicromyrme ciliata"
"27847","species","Smicromyrme rufipes","(Fabricius, 1787)","","Small Velvet Ant;;;;;","1;2;3;5","","Mutilla rufipes;Mutilla nigrita"
"27846","genus","Smicromyrme","Thomson, 1870","","","1;2;3;5","",""
"27845","species","Mutilla europaea","Linnaeus, 1758","","Large Velvet Ant;;;;;","1;2;3;5","",""
"27844","genus","Mutilla","Linnaeus, 1758","","","1;2;3;5","",""
"27843","subfamily","Mutillinae","","","","1;2;3;5","",""
"27842","family","Mutillidae","Latreille, 1802","","","1;2;3;5","",""
"27841","superfamily","Pompiloidea","","","Spider Wasps and Velvet Ants;;;;;","1;2;3;5","",""
"27840","species","Lasioglossum ragusanum","(Bluethgen, 1931)","","","1;2;3;5","","Halictus ragusanum"
"27839","genus","Lasioglossum","Curtis, 1833","","","1;2;3;5","",""
"27838","genus","Halictus","Latreille, 1804","","Furrow-bees;;;;;","1;2;3;5","",""
"27837","family","Halictidae","Thomson, 1869","","Sweat Bees;;;;;","1;2;3;5","",""
"27836","species","Orgilus tobiasi","Taeger, 1989","","","1;2;3;5","",""
"27835","genus","Orgilus","Haliday, 1833","","","1;2;3;5","",""
"27834","subfamily","Orgilinae","","","","1;2;3;5","",""
"27833","genus","Neurocrassus","Snoflak, 1945","","","1;2;3;5","",""
"27832","subfamily","Doryctinae","","","","1;2;3;5","",""
"27831","subfamily","Braconinae","Nees, 1811","","","1;2;3;5","",""
"27830","species","Chelonus inanitus","(Linnaeus, 1767)","","","1;2;3;5","",""
"27829","species","Chelonus corvulus","Marshall, 1885","","","1;2;3;5","",""
"27828","species","Chelonus carbonator","Marshall, 1885","","","1;2;3;5","",""
"27827","species","Chelonus atripes","Thomson, 1874","","","1;2;3;5","",""
"27826","subfamily","Cheloninae","","","","1;2;3;5","",""
"27825","genus","Chelonus","Panzer, 1806","","","1;2;3;5","",""
"27824","species","Apanteles circumscriptus","(Nees, 1834)","","","1;2;3;5","",""
"27823","species","Apanteles viminetorum","(Wesmael, 1837)","","","1;2;3;5","",""
"27822","species","Apanteles ultor","Reinhard, 1880","","","1;2;3;5","",""
"27821","species","Apanteles mutabilis","Telenga, 1955","","","1;2;3;5","",""
"27820","species","Apanteles metacarpalis","(Thomson, 1895)","","","1;2;3;5","",""
"27819","species","Apanteles xanthostigma","(Haliday, 1834)","","","1;2;3;5","",""
"27818","species","Apanteles arisba","Nixon, 1973","","","1;2;3;5","",""
"27817","species","Apanteles appellator","Telenga, 1949","","","1;2;3;5","",""
"27816","species","Apanteles bajariae","Papp, 1975","","","1;2;3;5","",""
"27815","species","Apanteles cinerosus","Papp, 1971","","","1;2;3;5","",""
"27814","species","Apanteles candidatus","(Haliday, 1834)","","","1;2;3;5","",""
"27813","species","Apanteles laevigatus","(Ratzeburg, 1848)","","","1;2;3;5","",""
"27812","species","Apanteles firmus","Telenga, 1949","","","1;2;3;5","",""
"27811","species","Apanteles laetus","Marshall, 1885","","","1;2;3;5","",""
"27810","genus","Apanteles","Förster, 1862","","","1;2;3;5","",""
"27809","species","Protapanteles immunis","(Haliday, 1834)","","","1;2;3;5","",""
"27808","species","Protapanteles fulvipes","(Haliday, 1834)","","","1;2;3;5","",""
"27807","superfamily","Ichneumonoidea","Latreille, 1802","","Parasitoid Wasps;;;;;","1;2;3;5","",""
"27806","family","Braconidae","Latreille, 1829","","Braconid Wasps, Killer Wasps;;;;;","1;2;3;5","",""
"27805","subfamily","Microgastrinae","","","","1;2;3;5","",""
"27804","genus","Protapanteles","Ashmead, 1900","","","1;2;3;5","",""
"27803","subfamily","Xylocopinae","Latreille, 1802","","Carpenter Bees, Wood Bees;;;;;","1;2;3;5","",""
"27802","superfamily","Apoidea","","","Bees;Пчеле;Pčele;;;","1;2;3;5","",""
"27801","family","Apidae","","","","1;2;3;5","",""
"27800","subfamily","Polistinae","","","Paper Wasps;;;;;","1;2;3;5","",""
"27799","genus","Vespula","Panzer, 1799","","Yellowjackets;;;;;","1;2;3;5","",""
"27798","suborder","Apocrita","","","Ants, Bees, Wasps;Mravi, pčele, ose;Мрави, пчеле, осе;;;","1;2;3;5","",""
"27797","infraorder","Aculeata","","","Ants, Bees and Stinging Wasps;;;;;","1;2;3;5","",""
"27796","superfamily","Vespoidea","","","","1;2;3;5","",""
"27795","species","Vespa crabro","Linnaeus, 1758","","European Hornet;Стршљен;Stršljen;;;","1;2;3;5","","Macrovespa crabro"
"27794","family","Vespidae","Latreille, 1802","","Yellowjackets and Hornets, Paper Wasps; Potter, Mason and Pollen Wasps;Ose, stršljeni;Осе, стршљени;;;","1;2;3;5","",""
"27793","subfamily","Vespinae","","","","1;2;3;5","",""
"27792","genus","Vespa","","","","1;2;3;5","",""
"27791","genus","Patania","Moore, 1888","","","1;2;3;5","",""
"27790","subspecies","Daucus carota sativus","(Hoffm.) Arcang.","","","","13",""
"27789","species","Tetramorium semilaeve","André, 1883","","","1;2;3;5","",""
"27788","species","Tetramorium moravicum","Kratochvíl, 1941","","","1;2;3;5","",""
"27787","species","Tetramorium impurum","(Foerster, 1850)","","","1;2;3;5","",""
"27786","species","Tetramorium immigrans","Santschi, 1927","","","1;2;3;5","",""
"27785","species","Strumigenys baudueri","(Emery, 1875)","","","1;2;3;5","",""
"27784","genus","Strumigenys","","","","1;2;3;5","",""
"27783","species","Proceratium melinum","(Roger, 1860)","","","1;2;3;5","",""
"27782","subfamily","Proceratiinae","","","","1;2;3;5","",""
"27781","genus","Proceratium","","","","1;2;3;5","",""
"27780","species","Plagiolepis xene","Stärcke, 1936","","","1;2;3;5","",""
"27779","genus","Plagiolepis","","","","1;2;3;5","",""
"27778","species","Myrmica vandeli","Bondroit, 1920","","","1;2;3;5","",""
"27777","species","Myrmica rugulosa","Nylander, 1849","","","1;2;3;5","",""
"27776","species","Myrmica lonae","Finzi, 1926","","","1;2;3;5","",""
"27775","species","Myrmica hellenica","Finzi, 1926","","","1;2;3;5","",""
"27774","genus","Myrmica","","","","1;2;3;5","",""
"27773","species","Lepisiota frauenfeldi","(Mayr, 1855)","","","1;2;3;5","",""
"27772","genus","Lepisiota","","","","1;2;3;5","",""
"27771","species","Lasius alienus","(Foerster, 1850)","","","1;2;3;5","",""
"27770","species","Lasius brunneus","(Latreille, 1798)","","","1;2;3;5","","Formica pallida"
"27769","species","Lasius emarginatus","(Olivier, 1792)","","","1;2;3;5","",""
"27768","species","Lasius flavus","(Fabricius, 1782)","","","1;2;3;5","",""
"27767","species","Lasius myops","Forel, 1894","","","1;2;3;5","",""
"27766","species","Lasius distinguendus","(Emery, 1916)","","","1;2;3;5","",""
"27765","species","Lasius umbratus","(Nylander, 1846)","","","1;2;3;5","","Lasius silvestrii"
"27764","species","Lasius fuliginosus","(Latreille, 1798)","","","1;2;3;5","",""
"27763","species","Lasius platythorax","Seifert, 1991","","","1;2;3;5","",""
"27762","species","Lasius paralienus","Seifert, 1992","","","1;2;3;5","",""
"27761","species","Lasius nitidigaster","Seifert, 1996","","","1;2;3;5","",""
"27760","species","Lasius lasioides","(Emery, 1869)","","","1;2;3;5","","Lasius fumatus;Prenolepis fusculus"
"27759","species","Lasius jensi","Seifert, 1982","","","1;2;3;5","",""
"27758","species","Lasius illyricus","Zimmermann, 1935","","","1;2;3;5","",""
"27757","species","Monomorium pharaonis","(Linnaeus, 1758)","","","1;2;3;5","",""
"27756","genus","Monomorium","","","","1;2;3;5","",""
"27755","species","Messor laboriosus","Santschi, 1927","","","1;2;3;5","","Messor denticulatus"
"27754","genus","Messor","","","","1;2;3;5","",""
"27753","species","Lasius citrinus","Emery, 1922","","","1;2;3;5","","Formica affinis;Lasius affinis"
"27752","genus","Lasius","","","","1;2;3;5","",""
"27751","species","Solenopsis latro","Forel, 1894","","","1;2;3;5","",""
"27750","genus","Solenopsis","Westwood, 1840","","Fire Ants;;;;;","1;2;3;5","",""
"27749","species","Stenamma debile","(Foerster, 1850)","","","1;2;3;5","",""
"27748","genus","Stenamma","","","","1;2;3;5","",""
"27747","species","Tetramorium lucidulum","Menozzi, 1933","","","1;2;3;5","",""
"27746","species","Tetramorium forte","Forel, 1904","","","1;2;3;5","",""
"27745","species","Tetramorium ferox","Ruzsky, 1903","","","1;2;3;5","","Tetramorium confinis"
"27744","species","Tetramorium chefketi","Forel, 1911","","","1;2;3;5","",""
"27743","genus","Tetramorium","","","","1;2;3;5","",""
"27742","species","Temnothorax sordidulus","(Müller, 1923)","","","1;2;3;5","","Leptothorax mulleri;Leptothorax carinthiacus"
"27741","species","Temnothorax saxonicus","(Seifert, 1995)","","","1;2;3;5","",""
"27740","species","Temnothorax recedens","(Nylander, 1856)","","","1;2;3;5","",""
"27739","species","Temnothorax mediterraneus","Ward, Brady, Fisher & Schultz, 2014","","","1;2;3;5","","Leptothorax angustulus kraussei"
"27738","species","Temnothorax lichtensteini","(Bondroit, 1918)","","","1;2;3;5","",""
"27737","species","Temnothorax crassispinus","(Karavaiev, 1926)","","","1;2;3;5","","Leptothorax nylanderi slavonicus"
"27736","species","Temnothorax tuberum","(Fabricius, 1775)","","","1;2;3;5","","Leptothorax tuberum"
"27735","species","Temnothorax racovitzai","(Bondroit, 1918)","","","1;2;3;5","","Leptothorax massiliensis;Leptothorax racovitzai"
"27734","species","Temnothorax parvulus","(Schenck, 1852)","","","1;2;3;5","","Leptothorax parvulus"
"27733","species","Temnothorax flavicornis","(Emery, 1870)","","","1;2;3;5","","Leptothorax flavicornis"
"27732","genus","Temnothorax","","","","1;2;3;5","",""
"27731","species","Leptothorax muscorum","(Nylander, 1846)","","","1;2;3;5","",""
"27730","species","Leptothorax gredleri","Mayr, 1855","","","1;2;3;5","",""
"27729","genus","Leptothorax","","","","1;2;3;5","",""
"27728","species","Formica bruni","Kutter, 1967","","","1;2;3;5","",""
"27727","subfamily","Formicinae","","","","1;2;3;5","",""
"27726","genus","Formica","","","","1;2;3;5","",""
"27725","species","Cardiocondyla dalmatica","Soudek, 1925","","","1;2;3;5","",""
"27724","genus","Cardiocondyla","","","","1;2;3;5","",""
"27723","species","Bothriomyrmex corsicus","Santschi, 1923","","","1;2;3;5","","Bothriomyrmex gibbus;Bothriomyrmex menozzii"
"27722","species","Bothriomyrmex communista","Santschi, 1919","","","1;2;3;5","",""
"27721","subfamily","Dolichoderinae","","","","1;2;3;5","",""
"27720","genus","Bothriomyrmex","","","","1;2;3;5","",""
"27719","species","Aphaenogaster lesbica","Forel, 1913","","","1;2;3;5","",""
"27718","family","Formicidae","","","","1;2;3;5","",""
"27717","subfamily","Myrmicinae","","","","1;2;3;5","",""
"27716","genus","Aphaenogaster","","","","1;2;3;5","",""
"27715","species","Oxalis tetraphylla","Cav.","","","","13",""
"27714","species","Cosmos bipinnatus","Cav.","","","","13",""
"27713","genus","Cosmos","Cav.","","","","13",""
"27712","species","Kniphofia uvaria","(L.) Oken","","","","13",""
"27711","genus","Kniphofia","Moench","","","","13",""
"27709","species","Stachys pradica","(Zanted.) Greuter & Pignatti","","","","13",""
"27708","species","Fumaria capreolata","L.","",";;;Vitičava dimnjača;;","","13",""
"27707","species","Silene uniflora","Roth","","","","13",""
"27706","species","Campanula cochleariifolia","Lam.","",";;;Patuljasti zvončić;;","","13",""
"27705","subphylum","Pezizomycotina","O.E. Eriksson & Winka","","","","",""
"27704","species","Telescopus fallax","(Fleischmann, 1831)","","","1;4;5","2",""
"27703","genus","Telescopus","","","","1;4;5","2",""
"27702","species","Clematis viticella","L.","","","","13",""
"27701","species","Malva multiflora","(Cav.) Soldano & al.","","","","13",""
"27700","species","Blitum bonus-henricus","(L.) Rchb.","","Good-King-Henry;;;Trokutnolisna loboda;;","","13","Chenopodium bonus-henricus"
"27699","class","Actinopterygii","","","ray-finned fishes;зракоперке;zrakoperke;;;","1;2;3;4;5","",""
"27698","subphylum","Vertebrata","Gegenbauer 1874","","Jawed vertebrates;чељустоусте;čeljustouste;;;","1;2;3;4;5","",""
"27697","order","Salviniales","Bartl.","","","","11",""
"27696","subclass","Polypodiidae","Cronquist & al.","","","","11",""
"27695","subclass","Ophioglossidae","Klinge","","","","11",""
"27693","species","Serapias vomeracea","(Burm. f.) Briq.","","","","13",""
"27692","species","Serapias bergonii","E. G. Camus","","","","13",""
"27691","species","Serapias lingua","L.","","","","",""
"27690","species","Orchis quadripunctata","Cirillo ex Ten.","","Four-spotted Orchid;;;Četverotočkasti kaćun;;","","13",""
"27689","phylum","Tracheophyta","","","Vascular plants;васкуларне биљке;vaskularne biljke;;;","","",""
"27688","species","Dinarolacerta mosorensis","(Kolombatovic, 1886)","","Mosor Rock Lizard;;;mosorska gušterica;;","1;4;5","14",""
"27687","genus","Dinarolacerta","","","","1;4;5","14",""
"27686","species","Malpolon insignitus","(Geoffroy de St-Hilaire, 1809)","","Eastern Montpellier Snake;;;Zmajur;;","1;4;5","2",""
"27685","genus","Malpolon","","","","1;4;5","2",""
"27684","species","Coreopsis lanceolata","L.","","","","13",""
"27683","species","Tordylium apulum","L.","","","","13",""
"27682","species","Moltkia petraea","(Tratt.) Griseb.","","Croatian Borage;;;Modro lasinje;;","","13",""
"27681","genus","Moltkia","Lehm.","","","","13",""
"27679","species","Asphodelus albus","Miller","","","","13",""
"27678","species","Tarentola mauritanica","(Linnaeus, 1758)","","Moorish Gecko;;;zidni macaklin;;","1;4;5","14",""
"27677","genus","Tarentola","","","","1;4;5","14",""
"27676","species","Pseudopus apodus","(Pallas, 1775)","","Glass Lizard;;;blavor;;","1;4;5","14",""
"27675","genus","Pseudopus","","","","1;4;5","14",""
"27674","species","Dalmatolacerta oxycephala","(Duméril & Bibron, 1839)","","Sharp-snouted lizard;;;oštroglava gušterica;;","1;4;5","14",""
"27673","genus","Dalmatolacerta","","","","1;4;5","14",""
"27671","species","Aristolochia rotunda","L.","",";;;Okruglolisni jabučnjak, kopitlica, okruglolisna vučja stopa;;","","13",""
"27670","species","Quercus coccifera","L.","",";;;Hrast oštrika;;","","",""
"27669","species","Limonium anfractum","C. E. Salmon","","","","13",""
"27668","species","Zamenis situla","(Linnaeus, 1758)","","Leopard Snake;;;crvenkrpica;;","1;4;5","2",""
"27663","species","Anguis graeca","Bedriaga, 1881","","","1;4;5","14",""
"27662","species","Podarcis siculus","(Rafinesque-Schmaltz, 1810)","","Italian Wall Lizard;;;primorska gušterica;;","1;4;5","14",""
"27661","species","Podarcis melisellensis","(Braun, 1877)","","Dalmatian Wall Lizard;;;krška gušterica;;","1;4;5","14",""
"27650","species","Pelophylax shqipericus","Hotz, Uzzell, Günther, Tunner and Heppich, 1987","","","1;2;4;5","16",""
"27649","species","Lissotriton graecus","Wolterstorff, 1906","",";;;mali grčki vodenjak;;","1;2;4;5","17",""
"27648","species","Crithmum maritimum","L.","","","","",""
"27647","genus","Crithmum","L.","","","","13",""
"27646","species","Spartium junceum","L.","","","","13",""
"27645","genus","Spartium","L.","","","","13",""
"27644","subfamily","Lotoideae","","","","","13",""
"27643","family","Trogossitidae","","","","1;2;3;5","",""
"27642","order","Chelonii","","","","1;2;3;4;5","",""
"27641","subfamily","Stenochiinae","","","","2;3;5","",""
"27640","subfamily","Trogossitinae","","","","1;2;3;5","",""
"27639","family","Rhysodidae","","","","1;2;3;5","",""
"27638","subfamily","Depressariinae","","","","1;2;3;5","",""
"27637","family","Myrmecophilidae","","","","1;2;3;5","",""
"27636","family","Trigonidiidae","","","","1;2;3;5","",""
"27635","order","Urodela","","","","1;2;3;4;5","17",""
"27634","suborder","Pipoidei","","","","1;2;4;5","16",""
"27633","suborder","Cryptodira","","","","1;4;5","",""
"27632","suborder","Ranoidei","","","","1;2;4;5","16",""
"27631","suborder","Discoglossoidei","","","","1;2;4;5","16",""
"27630","suborder","Auchenorrhyncha","","","","1;2;3;5","",""
"27629","suborder","Cicadomorpha","","","","1;2;3;5","",""
"27628","tribe","Tentyriini","","","","2;3;5","",""
"27627","tribe","Bolitophagini","","","","2;3;5","",""
"27626","tribe","Cnodalonini","","","","2;3;5","",""
"27625","subfamily","Empusinae","","","","1;2;3;5","",""
"27624","subfamily","Mantinae","","","","1;2;3;5","",""
"27623","suborder","Myrmeleontiformia","","","","2;5","",""
"27622","tribe","Synchitini","","","","2;3;5","",""
"27621","tribe","Colydiini","","","","2;3;5","",""
"27620","tribe","Trogossitini","","","","1;2;3;5","",""
"27619","tribe","Rhysodini","","","","1;2;3;5","",""
"27618","genus","Thanasinus","","","","1;2;3;5","",""
"27617","subfamily","Eustrotiinae","","","","1;2;3;5","",""
"27616","subfamily","Acontiinae","","","","1;2;3;5","",""
"27615","subfamily","Pantheinae","","","","1;2;3;5","",""
"27614","subfamily","Dilobinae","","","","1;2;3;5","",""
"27613","subfamily","Acronictinae","","","","1;2;3;5","",""
"27612","subfamily","Metoponiinae","","","","1;2;3;5","",""
"27611","subfamily","Cuculliinae","","","","1;2;3;5","",""
"27610","subfamily","Amphipyrinae","","","","1;2;3;5","",""
"27609","subfamily","Oncocnemidinae","","","","1;2;3;5","",""
"27608","subfamily","Condicinae","","","","1;2;3;5","",""
"27607","subfamily","Heliothinae","","","","1;2;3;5","",""
"27606","subfamily","Eriopinae","","","","1;2;3;5","",""
"27605","subfamily","Bryophilinae","","","","1;2;3;5","",""
"27604","subfamily","Noctuinae","","","","1;2;3;5","",""
