"id","rank","name","author","uses_atlas_codes","translations","stages","groups","synonyms"
"18487","subspecies","Trifolium alpestre alpestre","","","","","38","Trifolium alpestre var. lanigerum"
"18486","species","Onobrychis aequidentata","(Sm.) d'Urv.","","","","38",""
"18485","subspecies","Medicago sativa sativa","","","","","38",""
"18484","species","Lotus alpinus","(DC.) Ramond","","","","38","Lotus corniculatus var. alpinus"
"18483","species","Cytisus agnipilus","Velen.","","","","38","Cytisus rectipilosus;Cytisus decumbens var. rectipilosus"
"18482","subspecies","Anthyllis vulneraria weldeniana","(Rchb.) Cullen","","","","38",""
"18481","subspecies","Dactylorhiza cordigera bosniaca","(Beck) Soó","","","","38","Orchis cordigera subsp. bosniaca"
"18480","subspecies","Allium schoenoprasum schoenoprasum","","","","","38","Allium schoenoprasum subsp. sibiricum"
"18479","subspecies","Allium carinatum pulchellum","(G.Don) Bonnier & Layens","",";;;Lijepi luk;;","","38","Allium pulchellum;Allium cirrhosum"
"18478","subspecies","Stachys recta subcrenata","(Vis.) Briq.","","","","38",""
"18477","subspecies","Stachys alpina dinarica","Murb.","","","","38",""
"18476","subspecies","Lamium garganicum garganicum","","","","","38","Lamium scardicum"
"18475","subspecies","Clinopodium menthifolium menthifolium","","","","","38","Calamintha sylvatica"
"18474","species","Luzula sudetica","(Willd.) Schult.","","","","38",""
"18473","species","Luzula pallescens","Sw.","","","","38",""
"18472","subspecies","Sesleria caerulea angustifolia","(Hack. & Beck) Jogan","","","","38","Sesleria albicans subsp. angustifolia"
"18471","species","Sesleria uliginosa","Opiz","","","","38",""
"18470","species","Sesleria leucocephala","DC.","","","","38",""
"18469","species","Sesleria juncifolia","Suffren","","","","38","Sesleria tenuifolia"
"18468","species","Sesleria robusta","Schott & al.","","","","38",""
"18467","species","Setaria verticilliformis","Dumort.","","","","38","Setaria gussonei"
"18466","species","Setaria faberi","R. A. W. Herrm.","","","","38",""
"18465","species","Poa minor","Gaudin","",";Мала ливадарка;;Mala vlasnjača;;","","38",""
"18464","species","Phleum rhaeticum","(Humphries) Rauschert","","","","38","Phleum alpinum subsp. rhaeticum"
"18463","subspecies","Festuca valesiaca parviflora","(Hack.) Tracey","",";Власика;;Vlasika;;","","38",""
"18462","subspecies","Festuca rubra juncea","(Hack.) K.Richt.","","","","38",""
"18461","species","Festuca picturata","Pils","","","","38","Festuca picta"
"18460","species","Festuca alpina","Suter","",";Горска власуља;;Planinska vlasulja;;","","38",""
"18459","species","Deschampsia media","(Gouan) Roem. & Schult.","","","","38",""
"18458","subspecies","Scabiosa cinerea cinerea","","","","","38","Scabiosa leucophylla"
"18457","species","Draba praecox","Steven","","","","38","Erophila verna subsp. praecox"
"18456","subspecies","Alyssum montanum serbicum","Novák","","","","38",""
"18455","subspecies","Sedum grisebachii flexuosum","(Wettst.) Greuter & Burdet","","","","38","Sedum flexuosum"
"18454","subspecies","Hieracium tommasinianum setosissimum","(Nägeli & Peter) Gottschl.","","","","38","Hieracium tommasinii subsp. setosissimum"
"18453","subspecies","Cyanus triumfettii triumfettii","","","","","38",""
"18452","species","Cyanus triumfettii strictus","(Waldst. & Kit.) Dostál","","","","38","Centaurea triumfettii subsp. stricta;Centaurea stricta"
"18451","tribe","Loteae","","","","","38",""
"18450","tribe","Cichorieae","","","","","38",""
"18449","family","Phyllanthaceae","","","","","38",""
"18448","species","Cota segetalis","(Ten.) Holub","","","","38",""
"18447","subspecies","Helianthemum nummularium tomentosum","(Scop.) Schinz & Thell.","","","","38",""
"18446","subspecies","Helianthemum nummularium glabrum","(W.D.J.Koch) Wilczek","","","","38",""
"18445","subspecies","Helianthemum nummularium grandiflorum","(Scop.) Schinz & Thell.","","","","38","Helianthemum grandiflorum"
"18444","subspecies","Silene acaulis bryoides","(Jord.) Nyman","","","","38",""
