"id","rank","name","author","uses_atlas_codes","translations","stages","groups","synonyms"
"484","species","Ischnura elegans","(Vander Linden, 1820)","","Common Bluetail;велика црнотрба девица;velika crnotrba devica;velika mora;;","1;2;3;5","10",""
"483","genus","Ischnura","","","","1;2;3;5","10",""
"482","family","Coenagrionidae","","","","1;2;3;5","10",""
"481","species","Sympecma fusca","(Vander Linden, 1820)","","Common Winter Damsel;зимска девица;zimska devica;zimska djeva;zimska djevica;","1;2;3;5","10",""
"480","genus","Sympecma","","","","1;2;3;5","10",""
"479","species","Chalcolestes parvidens","Artobolevskii, 1929","","Eastern Willow Sreadwing;белорепа зелена девица;belorepa zelena devica;;;","1;2;5","10","Lestes parvidens"
"478","species","Chalcolestes viridis","(Vander Linden, 1825)","","Western Willow Spreadwing;велика зелена девица;velika zelena devica;;;","1;2;5","10","Lestes viridis"
"477","genus","Chalcolestes","","","","1;2;5","10",""
"476","species","Lestes macrostigma","(Eversmann, 1836)","","Dark Spreadwing;тамна зелена девица;tamna zelena devica;velika zelendjevica;;","1;2;3;5","10",""
"475","species","Lestes virens","(Charpentier, 1825)","","Small Spreadwing;мала зелена девица;mala zelena devica;mala zelendjevica;;","1;2;3;5","10",""
"474","species","Lestes barbarus","(Fabricius, 1798)","","Migrant Spreadwing;дивља зелена девица;divlja zelena devica;sredozemna zelendjevica;;","1;2;3;5","10",""
"473","species","Lestes dryas","Kirby, 1890","","Robust Spreadwing;велика дугорепа зелена девица;velika dugorepa zelena devica;gorska zelendjevica;;","1;2;3;5","10",""
"472","species","Lestes sponsa","(Hansemann, 1823)","","Common Spreadwing;мала дугорепа зелена девица;mala dugorepa zelena devica;sjeverna zelendjevica;;","1;2;3;5","10",""
"471","genus","Lestes","","","","1;2;3;5","10",""
"470","family","Lestidae","","","","1;2;3;5","10",""
"469","species","Calopteryx virgo","(Linnaeus, 1758)","","Beautiful Demoiselle;црна сјајна девица;crna sjajna devica;modra konjska smrt;;","1;2;3;5","10",""
