Kingdom,Subkingdom,Infrakingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Species,"Species Complex",Subspecies,ID,Author,"Taxon data is restricted","Taxon is allochthonous","Taxon is invasive","(old) FaunaEuropea ID","FaunaEuropea ID",Stages,"Conservation Legislations","Other Conservation Documents","Red Lists","Uses Atlas Codes","Native Name - Bosanski","Native Name - English","Native Name - Croatian","Native Name - Montenegrin","Native Name - Serbian (Cyrillic)","Native Name - Serbian (Latin)","Description - Bosanski","Description - English","Description - Croatian","Description - Montenegrin","Description - Serbian (Cyrillic)","Description - Serbian (Latin)"
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Dasyrhamphis,Dasyrhamphis ater,,,8344,"(Rossi, 1790)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Dasyrhamphis,Dasyrhamphis anthracinus,,,8343,"(Meigen, 1820)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Dasyrhamphis,,,,8342,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Haematopota,Haematopota subcylindrica,,,8341,"Pandelle, 1883",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Haematopota,Haematopota scutellata,,,8340,"(Olsufjev, Moucha & Chvala, 1964)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Haematopota,Haematopota pluvialis,,,8339,"(Linnaeus, 1758)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Haematopota,Haematopota pandazisi,,,8338,"(Krober, 1936)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Haematopota,Haematopota ocelligera,,,8337,"(Krober, 1922)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Haematopota,Haematopota italica,,,8336,"Meigen, 1804",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Haematopota,Haematopota grandis,,,8335,"Meigen, 1820",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Haematopota,Haematopota crassicornis,,,8334,"Wahlberg, 1848",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Haematopota,Haematopota bigoti,,,8333,"Gobert, 1880",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Haematopota,,,,8332,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Heptatoma,Heptatoma pellucens,,,8331,"(Fabricius, 1776)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Heptatoma,,,,8330,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus unifasciatus,,,8329,"Loew, 1858",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus tinctus,,,8328,"Walker, 1850",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus tergestinus,,,8327,"Egger, 1859",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus sudeticus,,,8326,"Zeller, 1842",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus spodopterus spodopterus,,,8325,"Meigen, 1820",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus spectabilis,,,8324,"Loew, 1858",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus shannonellus,,,8323,"Krober, 1936",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus rousselii,,,8322,"Macquart, 1839",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus regularis,,,8321,"Jaennicke, 1866",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus quatuornotatus,,,8320,"Meigen, 1820",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus paradoxus,,,8319,"Jaennicke, 1866",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus obsolescens,,,8318,"Pandelle, 1883",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus nemoralis,,,8317,"Meigen, 1820",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus miki,,,8316,"Brauer, 1880",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus marianii,,,8315,"(Leclercq, 1956)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus maculicornis,,,8314,"Zetterstedt, 1842",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus lunatus,,,8313,"Fabricius, 1794",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus indrae,,,8312,"Hauser, 1939",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus glaucopis,,,8311,"Meigen, 1820",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus fraseri,,,8310,"Austen, 1925",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus exclusus,,,8309,"Pandelle, 1883",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus eggeri,,,8308,"Schiner, 1868",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus darimonti,,,8307,"Leclercq, 1964",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus cordiger,,,8306,"Meigen, 1820",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus bromius,,,8305,"Linnaeus, 1758",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus briani,,,8304,"Leclercq, 1962",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus bovinus,,,8303,"Linnaeus, 1758",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus bifarius,,,8302,"Loew, 1858",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus autumnalis,,,8301,"Linnaeus, 1761",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,Tabanus armenicus,,,8300,"Szilady, 1926",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Tabanus,,,,8299,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,Hybomitra ukrainica,,,8298,"(Olsufjev, 1952)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,Hybomitra tropica,,,8297,"(Linnaeus, 1758)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,Hybomitra solstitialis,,,8296,"(Meigen, 1820)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,Hybomitra pilosa,,,8295,"(Loew, 1858)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,Hybomitra nitidifrons confiformis,,,8294,"Chvala & Moucha, 1971",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,Hybomitra muehlfeldi,,,8293,"(Brauer, 1880)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,Hybomitra montana,,,8292,"(Meigen, 1820)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,Hybomitra micans,,,8291,"(Meigen, 1804)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,Hybomitra lurida,,,8290,"(Fallen, 1817)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,Hybomitra lundbecki,,,8289,"Lyneborg, 1959",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,Hybomitra kaurii,,,8288,"Chvala & Lyneborg, 1970",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,Hybomitra expollicata,,,8287,"(Pandelle, 1883)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,Hybomitra distinguenda,,,8286,"(Verrall, 1909)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,Hybomitra ciureai,,,8285,"(Seguy, 1937)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,Hybomitra aterrima,,,8284,"(Meigen, 1820)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,Hybomitra acuminata,,,8283,"(Loew, 1858)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Hybomitra,,,,8282,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Therioplectes,Therioplectes tunicatus,,,8281,"(Szilady, 1927)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Therioplectes,Therioplectes gigas,,,8280,"(Herbst, 1787)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Therioplectes,,,,8279,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Atylotus,Atylotus rusticus,,,8278,"(Linnaeus, 1761)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Atylotus,Atylotus loewianus,,,8277,"(Villleneuve, 1920)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Atylotus,Atylotus latistriatus,,,8276,"Brauer, 1880",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Atylotus,Atylotus fulvus,,,8275,"(Meigen, 1804)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Atylotus,Atylotus flavoguttatus,,,8274,"(Szilady, 1915)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,Atylotus,,,,8273,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Tabaninae,,,,,,,8272,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Chrysopsinae,,,Chrysops,Chrysops viduatus,,,8271,"(Fabricius, 1794)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Chrysopsinae,,,Chrysops,Chrysops rufipes ,,,8270,"Meigen, 1820",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Chrysopsinae,,,Chrysops,Chrysops relictus ,,,8269,"Meigen, 1820",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Chrysopsinae,,,Chrysops,Chrysops parallelogrammus ,,,8268,"Zeller, 1842",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Chrysopsinae,,,Chrysops,Chrysops italicus,,,8267,"Meigen, 1804",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Chrysopsinae,,,Chrysops,Chrysops flavipes,,,8266,"Meigen, 1804",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Chrysopsinae,,,Chrysops,Chrysops caecutiens,,,8265,"(Linnaeus, 1758)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Chrysopsinae,,,Chrysops,,,,8264,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Chrysopsinae,,,Silvius,Silvius alpinus,,,8263,"(Scopoli, 1763)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Chrysopsinae,,,Silvius,Silvius algirus,,,8262,"Meigen, 1830",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Chrysopsinae,,,Silvius,,,,8261,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,Chrysopsinae,,,,,,,8260,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Tabanidae,,,,,,,,8259,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Syrphidae,,,,Callicera,"Callicera aurata",,,8258,"(Rossi, 1790)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Syrphidae,,,,Xylota,"Xylota jakutorum",,,8257,"Bagatshanova, 1980",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Gelechioidea,Gelechiidae,,,,Teleiopsis,"Teleiopsis rosalbella",,,8256,"(Fologne, 1862)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Gelechioidea,Gelechiidae,,,,Teleiopsis,,,,8255,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Gelechioidea,Oecophoridae,,,,Alabonia,"Alabonia staintoniella",,,8254,"(Zeller 1850)",No,No,No,434629,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Gelechioidea,Oecophoridae,,,,Alabonia,,,,8253,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Gelechioidea,Oecophoridae,,,,,,,,8252,"Bruand, 1850",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Syrphidae,,,,Criorhina,"Criorhina pachymera",,,8251,"(Egger, 1858)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Syrphidae,,,,Sphiximorpha,"Sphiximorpha garibaldii",,,8250,"Rondani, 1860",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Syrphidae,,,,Chalcosyrphus,"Chalcosyrphus pannonicus",,,8249,"(Oldenberg, 1916)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Syrphidae,,,,Xylota,"Xylota florum",,,8248,"(Fabricius, 1805)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Syrphidae,,,,Temnostoma,"Temnostoma meridionale",,,8247,"Krivosheina & Mamayev, 1962",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Syrphidae,,,,Temnostoma,"Temnostoma apiforme",,,8246,"(Fabricius, 1794)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Hemiptera,Heteroptera,,,Miridae,,,,Actinonotus,"Actinonotus pulcher",,,8245,"(Herrich-Schäffer, 1835)",No,No,No,,,"Egg; Larva; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Hemiptera,Heteroptera,,,Miridae,,,,Actinonotus,,,,8244,"Reuter, 1896",No,No,No,,,"Egg; Larva; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Syrphidae,,,,Pipiza,,,,8243,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Noctuoidea,Noctuidae,Acontiinae,,,Acontia,"Acontia candefacta",,,8242,"(Hubner 1831)",No,No,No,449465,,"Egg; Larva; Pupa; Adult",,,,No,,"olive-shaded bird-dropping moth","ambrozijina sovica",,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tineoidea,Tineidae,Euplocaminae,,,Euplocamus,"Euplocamus anthracinalis",,,8241,"(Scopoli, 1763)",No,No,No,432835,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tineoidea,Tineidae,Euplocaminae,,,Euplocamus,,,,8240,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tineoidea,Tineidae,,,,,,,,8239,"Latreille, 1810",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tineoidea,,,,,,,,,8238,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Diptera,,,,Syrphidae,,,,Merodon,"Merodon equestris",,,8237,"(Fabricius, 1794 )",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Pterophoroidea,Pterophoridae,,,,,,,,8236,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Pterophoroidea,,,,,,,,,8235,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
