Kingdom,Subkingdom,Infrakingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Species,"Species Complex",Subspecies,ID,Author,"Taxon data is restricted","Taxon is allochthonous","Taxon is invasive","(old) FaunaEuropea ID","FaunaEuropea ID",Stages,"Conservation Legislations","Other Conservation Documents","Red Lists","Uses Atlas Codes","Native Name - Bosanski","Native Name - English","Native Name - Croatian","Native Name - Montenegrin","Native Name - Serbian (Cyrillic)","Native Name - Serbian (Latin)","Description - Bosanski","Description - English","Description - Croatian","Description - Montenegrin","Description - Serbian (Cyrillic)","Description - Serbian (Latin)"
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Apotomis,"Apotomis capreana",,,6372,"(Hübner, 1817)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Apotomis,"Apotomis betuletana",,,6371,"(Haworth 1811)",No,No,No,438627,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Apotomis,,,,6370,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Lobesia,"Lobesia euphorbiana",,,6369,"(Freyer, 1842)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Lobesia,"Lobesia reliquana",,,6368,"(Hübner, 1825)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Lobesia,"Lobesia botrana",,,6367,"(Denis & Schiffermuller, 1775)",No,No,No,438660,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Lobesia,"Lobesia bicinctana",,,6366,"(Duponchel, 1844)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Lobesia,"Lobesia artemisiana",,,6365,"(Zeller, 1847)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Lobesia,"Lobesia andereggiana",,,6364,"(Herrich-Schäffer, 1851)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Lobesia,"Lobesia abscisana",,,6363,"(Doubleday, 1849)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Lobesia,,,,6362,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Strophedra,"Strophedra weirana",,,6361,"(Douglas, 1850)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Strophedra,"Strophedra nitidana",,,6360,"(Fabricius, 1794)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Strophedra,,,,6359,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Selania,"Selania leplastriana",,,6358,"(Curtis, 1831)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Selania,,,,6357,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene trauniana",,,6356,"(Denis & Schiffermüller, 1775)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene suspectana",,,6355,"(Lienig & Zeller, 1846)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene splendidulana",,,6354,"(Guenée, 1845)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene spiniana",,,6353,"(Duponchel, 1843)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene rhediella",,,6352,"(Clerck, 1759)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene regiana",,,6351,"(Zeller, 1849)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene ochsenheimeriana",,,6350,"(Lienig & Zeller, 1846)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene obscurana",,,6349,"(Stephens, 1834)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene insulana",,,6348,"(Guenée, 1845)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene giganteana",,,6347,"(Peyerimhoff, 1863)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene germmana",,,6346,"(Hübner, 1799)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene gallicolana",,,6345,"(Lienig & Zeller, 1846)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene gallicana",,,6344,"(Guenée, 1845)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene fasciana",,,6343,"(Linnaeus, 1761)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene aurita",,,6342,"Razowski, 1991",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene aurana",,,6341,"(Fabricius, 1775)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene argyrana",,,6340,"(Hubner 1799)",No,No,No,439045,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene amygdalana",,,6339,"(Duponchel, 1842)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene albuginana",,,6338,"(Guenée, 1845)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,"Pammene agnotana",,,6337,"Rebel, 1914",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Pammene,,,,6336,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Lathronympha,"Lathronympha strigana",,,6335,"(Fabricius, 1775)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Lathronympha,,,,6334,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita pallifrontana",,,6333,"Lienig & Zeller, 1846",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita orobana",,,6332,"Treitschke, 1830",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita nebritana",,,6331,"Treitschke, 1830",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita lunulana",,,6330,"(Denis & Schiffermuller, 1775)",No,No,No,439103,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita lathyrana",,,6329,"(Hübner, 1822)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita larseni",,,6328,"Rebel, 1903",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita jungiella",,,6327,"(Clerck, 1759)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita internana",,,6326,"(Guenée, 1845)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita gemmiferana",,,6325,"Treitschke 1835",No,No,No,439105,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita fissana",,,6324,"(Frölich, 1828)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita discretana",,,6323,"Wocke, 1861",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita delineana",,,6322,"Walker, 1863",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita coronillana",,,6321,"Lienig & Zeller, 1846",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita compositella",,,6320,"(Fabricius, 1775)",No,No,No,439089,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita caecana",,,6319,"Schlager, 1847",No,No,No,439101,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita tenebrosana",,,6318,"Duponchel, 1843",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita molesta",,,6317,"(Busck 1916)",No,No,No,439116,,"Egg; Larva; Pupa; Adult",,,,No,,,,,"бресквин смотавац","breskvin smotavac",,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita lobarzewskii",,,6316,"(Nowicki, 1860)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita janthinana",,,6315,"(Duponchel, 1843)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,"Grapholita funebrana",,,6314,"Treitschke 1835",No,No,No,439117,,"Egg; Larva; Pupa; Adult",,,,No,,,,,"шљивин смотавац","šljivin smotavac",,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Grapholita,,,,6313,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha vancouverana",,,6312,"McDunnough, 1935",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha simpliciana",,,6311,"(Haworth, 1811)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha sequana",,,6310,"(Hübner, 1799)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha senectana",,,6309,"Guenée, 1845",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha sedatana",,,6308,"Busck, 1906",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha plumbana",,,6307,"(Scopoli, 1763)",No,No,No,439219,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha plumbagana",,,6306,"(Treitschke, 1830)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha petiverella",,,6305,"(Linnaeus 1758)",No,No,No,439264,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha pastoralisi",,,6304,"Razowksi & Tokár, 2003",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha obscuratana",,,6303,"(Wolff, 1955)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha montanana",,,6302,"(Duponchel, 1843)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha ligulana",,,6301,"(Herrich-Schäffer, 1851)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha heegerana",,,6300,"(Duponchel, 1843)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha gruneriana",,,6299,"(Herrich-Schäffer, 1851)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha flavidorsana",,,6298,"Knaggs, 1867",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha distinctana",,,6297,"(Heinemann, 1863)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha consortana",,,6296,"Stephens, 1852",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha cinerascens",,,6295,"(Danilevsky, 1948)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha cacaleana",,,6294,"(Herrich-Schäffer, 1851)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha alpinana",,,6293,"(Treitschke, 1830)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha alpigenana",,,6292,"(Heinemann, 1863)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha agilana",,,6291,"(Tengström, 1848)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha aeratana",,,6290,"(Pierce & Metcalfe, 1915)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,"Dichrorampha acuminatana",,,6289,"(Lienig & Zeller, 1846)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Dichrorampha,,,,6288,,No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Cydia,"Cydia succedana",,,6287,"(Denis & Schiffermüller, 1775)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Cydia,"Cydia strobilella",,,6286,"(Linnaeus, 1758)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Cydia,"Cydia splendana",,,6285,"(Hubner 1799)",No,No,No,439203,,"Egg; Larva; Pupa; Adult",,,,No,,,,,"сиви савијач жира","sivi savijač žira",,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Cydia,"Cydia servillana",,,6284,"(Duponchel, 1836)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Cydia,"Cydia pyrivora",,,6283,"(Danilevsky, 1947)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,"крушкин смотавац",,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Cydia,"Cydia pomonella",,,6282,"(Linnaeus, 1758)",No,No,No,439192,,"Egg; Larva; Pupa; Adult",,,,No,,,,,"јабукин смотавац","jabukin smotavac",,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Cydia,"Cydia pactolana",,,6281,"(Zeller, 1840)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Cydia,"Cydia oxytropidis",,,6280,"(Martini, 1912)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Cydia,"Cydia nigricana",,,6279,"(Fabricius 1794)",No,No,No,439137,,"Egg; Larva; Pupa; Adult",,,,No,,,,,"грашков смотавац, црни грашков савијач","graškov smotavac, crni graškov savijač",,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Cydia,"Cydia millenniana",,,6278,"(Adamczewski, 1967)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Cydia,"Cydia microgrammana",,,6277,"(Guenée, 1845)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
Animalia,,,Arthropoda,Hexapoda,Insecta,,Lepidoptera,,,Tortricoidea,Tortricidae,Olethreutinae,,,Cydia,"Cydia medicaginis",,,6276,"(Kuznetsov, 1962)",No,No,No,,,"Egg; Larva; Pupa; Adult",,,,No,,,,,,,,,,,,
